到餐客户ID,门店ID,门店名称,门店分层,大区,区域,代理城市,签约私海BD,c2是否签约,外卖客户ID,BD是否有搜索权限,平台客户ID
51564469,1398554797,百点香蛋糕房（庐阳国际店）,下沉本地连锁,南部大区,江西区域,星子,于丽娟,1,23052706,1,1111697462
50837486,593655665,和乐雪,下沉城市商家,南部大区,湖北区域,天门,陈亨,0,,1,1101483336
52260668,1010294577,陇尚宫牛肉面,下沉城市商家,北部大区,甘青新区域,嘉峪关,刘芳,1,23806610,1,1117586065
53237820,174936362,兰州牛肉面（青城林语店）,下沉城市商家,南部大区,江西区域,高安市,况国文,1,25107609,0,1153009133
51592707,1775904407,鲜果园,下沉城市商家,南部大区,湖北区域,黄梅县,沈阳,0,22976288,1,1113678298
48488328,1446916857,标头酸辣粉（高铁新区店）,下沉CKA品牌门店,南部大区,湖北区域,大悟县,林佳成,1,,0,1071295211
53510377,1058239521,海跃鲜生三文鱼,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,1,,1,1153040515
48253767,91950114,高烤状元（三庆街店）,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22899744,1,1071015096
51960020,923383996,小胖美蛙鱼 酸菜牛肉,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,26509441,1,1116918133
50381755,1543936504,果优鲜水果店（东方阳光城店）,下沉城市商家,南部大区,湖北区域,黄梅县,沈阳,0,23023483,1,1101352818
3910215,98517128,我家小馆（大悟店）,下沉本地连锁,南部大区,湖北区域,大悟县,王咏,0,,1,1004368974
52915472,1001605240,豪仔烤吧,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,,1,1155806346
2254127,41117602,上善坊·湖北菜土鸡煲·翘嘴白,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,1,23369932,1,1001930918
51105656,1168683389,一粒糯彩色饭团（上峰·香樟雅苑店）,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22906863,1,1109715860
51474761,527982162,蔚春园宾馆,下沉城市商家,南部大区,江西区域,星子,李昭君,0,23117333,1,1113861776
52032080,1627514320,蜜恋·SWEET,下沉城市商家,南部大区,湖北区域,鄂州,李书才,1,23483223,1,1116285410
52905064,1641150179,东北鲜饺子馆（昭通店）,下沉城市商家,南部大区,云南区域,镇雄县,胡安安,1,24687897,0,1144598392
51201012,1954718769,福建千里香馄饨王（阳光花城店）,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,1,22912559,1,1107314400
50249891,944391530,旺哥肉蟹煲（名嘉汇时尚中心店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,陈嘉欣,1,,1,1104608454
40875466,740702880,四丫头潮汕砂锅粥,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,0,,1,1005220649
46859139,1425995587,和兴记贵州牛肉店,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,27420215,1,1060475692
52242081,1327392335,衢州鸭头,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,1,,1,1119259672
47796409,182141691,杨林闻氏老大酸菜鱼店,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,1,23071972,1,1065732475
54145307,1027494143292820,放学见小吃店,下沉城市商家,南部大区,湖北区域,大冶市,黄雨萱,0,27972596,1,1173491929
53832182,1017220776676637,湄澜渡东南亚菜+新式快餐简餐,下沉城市商家,南部大区,云南区域,瑞丽,陈显泽,1,27366637,1,1165532666
45143901,194167380,幸福里烘焙店,下沉城市商家,南部大区,湖北区域,天门,陈亨,0,,1,1036734206
49003074,1649526620,普洱印象.普洱菜.思茅菜.云南特色（领秀·知识城店）,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,1,17452000,0,1073659637
51010494,730114397,姚记粥铺（通城北门店）,下沉城市商家,南部大区,湖北区域,通城,李隽,0,22945289,1,1108032642
50118966,904823995,村吧客安泰时光咖啡厅,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,22996193,1,1102969800
45973039,1176613896,品一果仓（大润发店）,下沉本地连锁,南部大区,湖北区域,天门,易清阳,0,23161698,1,1052497648
52248927,765789640,江家鱼纸上烤鱼里外里店,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,,1,1119110572
53658467,1011230052277270,清真田园居家·酸菜牛肉烤火锅（杨林大学城店）,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,1,,1,1160927967
54245166,1024066918186420,珠湖餐饮店,下沉城市商家,南部大区,江西区域,高安市,况国文,0,28115504,1,1172529376
54115740,1028783059333078,遇见舒芙蕾,下沉城市商家,南部大区,江西区域,高安市,况国文,1,,1,1169730056
53341999,1577360794,融记生烫牛肉粉（东岳路店）,下沉城市商家,南部大区,湖北区域,大冶市,郭萍萍,0,,1,1152368944
52353658,1640364641,廖姥爷美蛙鱼头（嵩明店）,下沉本地连锁,南部大区,云南区域,嵩明县,赵瑞阁,0,23931604,1,1118670997
51023303,606194779,称心快餐,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22901274,1,1109106725
52474495,722137252,老百姓厨房,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,1,24091156,1,1138723913
49348120,1026636443857204,临榆炸鸡腿（润达国际店）,下沉CKA品牌门店,南部大区,江西区域,高安市,熊康,1,22841238,0,1083016383
52455974,855981209,小方铜山口牛肉粉,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,24064451,1,1140403600
46529810,6147408,奇士乐烘焙·面包·生日蛋糕（财富广场店）,下沉本地连锁,南部大区,湖南区域,澧县,周俊,1,22841367,1,1057653877
54143600,1024493215489345,品味黑鸭,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,0,27970401,1,1172642720
53347853,1436363013,艺健多味餐饮店,下沉城市商家,南部大区,云南区域,景东彝族自治县,唐丽,0,,0,1156688401
2957158,98334806,西北烤肉,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,23257757,1,1002286715
50012146,1329962987,明珠食代酸辣粉,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,1,18948303,1,1082817166
54095911,1026210646914888,京味源北京烤鸭,下沉城市商家,北部大区,甘青新区域,嘉峪关,刘芳,1,,1,1173171792
51997903,1526115161,肥狗热狗·手工汉堡,下沉城市商家,南部大区,云南区域,嵩明县,徐福樑,0,23433509,1,1117756615
49866670,907904349,隆溪山庄,下沉城市商家,北部大区,甘青新区域,嘉峪关,王英霞,0,23030276,1,1097138114
50498080,1493390025,玲馨园蛋糕,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,0,,1,1099834307
50858713,81069912,大忙人快餐,下沉城市商家,南部大区,江西区域,高安市,刘金荣,0,,1,1101684146
51725738,635961784,五星烧烤（黄石保利时代店）,下沉城市商家,南部大区,湖北区域,大冶市,龚进,0,,0,1113346183
54184401,1027494997695913,老上海馄饨铺（彩云城店）,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,0,,1,1169741778
40455970,641040041,好利莱蛋糕,下沉城市商家,南部大区,湖北区域,大悟县,王咏,0,,1,1003834578
48281540,1487613341,督府北京烤鸭（四棵店）,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,0,23207831,1,1071025177
46638943,1424934697,糕手匠私人订制蛋糕（杨林店）,下沉CKA品牌门店,南部大区,云南区域,嵩明县,付友,0,23247285,0,1057856243
51262203,1880800724,雅惠餐饮店,下沉城市商家,南部大区,湖南区域,澧县,汪春久,0,,1,1110074236
53187276,1695130286,小公举蛋糕店,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,1,,1,1152152912
49701522,1331429426,饽饽鱼一锅出,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,24814590,1,1096609120
44277585,188465651,招招早餐（高安安居店）,下沉城市商家,南部大区,江西区域,高安市,况国文,1,,1,1010234841
54052939,692008458,罗家遵义羊肉粉面馆,下沉城市商家,南部大区,江西区域,星子,于丽娟,0,,1,1172858015
54295756,1024075860397591,烤肉爱上牛扒饭,下沉城市商家,南部大区,湖北区域,鄂州,罗文聪,0,,1,1177809059
50505792,1011602019,光头强椒麻鸡（临夏路店）,下沉城市商家,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,1,20874518,1,1101706042
51189042,1692058834,愚何野浇头烤鱼（镇雄赤水源店）,下沉城市商家,南部大区,云南区域,镇雄县,岳瑶,0,24593725,0,1107611814
51026492,185820309,豪情夜宵城（高安店）,下沉城市商家,南部大区,江西区域,高安市,熊康,1,23374036,1,1101845698
53063714,42401461,来一桶木桶饭（汇通大道店）,下沉城市商家,南部大区,湖北区域,孝昌县,徐念,1,,0,1151374929
51734157,1056020257,馋嘴黄焖鸡米饭（老粮道街店）,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,22998422,1,1113446987
49348120,1345583541,临榆炸鸡腿（财富店）,下沉CKA品牌门店,南部大区,湖南区域,澧县,钟荣荣,1,22841238,0,1083016383
53524340,883900026,孃孃出川（湖北师范大学文理学院店）,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,1,26965841,1,1159388174
40153753,1028353419230361,围辣小火锅（解放大道店）,下沉CKA品牌门店,南部大区,湖北区域,天门,田静媛,0,24364284,0,1004462102
51264033,655497192,壹伴咖啡（镇雄亿联亿嘉汇店）,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,25371995,1,1110124561
50524813,178043886,华中烧烤（民泰小区斜对面店）,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,,1,1101513627
40732743,1024492195822240,巴蜀大将火锅（永昌店）,下沉KA品牌门店,北部大区,甘青新区域,永昌县,裴鹏飞,0,,0,1003973771
51818315,1028136855,满屋饭香（世博华城店）,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,0,23319581,1,1114882994
50737801,1501084192,小海鲜回味蟹钳,下沉城市商家,南部大区,湖北区域,天门,张彪,0,,1,1101427251
419410,6887328,田园人家大铁锅（光明路店）,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,23258597,0,1000413736
45411741,1096383819,瑞礼饭店,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,0,,1,1040660718
53623885,1012530945294513,沸腾酸菜鱼,下沉城市商家,南部大区,湖北区域,大冶市,郭萍萍,0,,1,1163452292
54159986,1023212594505340,马帮到家爆汁小龙虾,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,,0,1173447267
3782981,115901184,老城街小面（芦台店）,下沉CKA品牌门店,特区,京津冀区域,宁河县,孟令鹏,0,23249526,1,1003526359
53014472,1977295365,美香东北砂锅麻辣烫过桥米线,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,0,,0,1145235211
50952849,831080735,清真·牛小妖,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,1,,0,1106644936
47536377,1592332450,清真恋上牛锅锅火锅干锅（嵩明店）,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,23180568,1,1065167712
53720638,1323610225,合顺家常菜馆,下沉城市商家,特区,京津冀区域,宁河县,孟令鹏,0,27289013,1,1165404316
723703,553151368,妞妞饼屋（百花路店）,下沉本地连锁,南部大区,湖北区域,天门,易清阳,0,23052539,1,1000563215
50206943,1583773428,欧阳饭店,下沉城市商家,南部大区,江西区域,高安市,刘金荣,0,23373173,1,1097998496
45236383,1795696058,土老冒地锅鸡（鄂州葛店店）,下沉本地连锁,南部大区,湖北区域,鄂州,李炎龙,0,23189590,1,1036635138
50788413,1206701735,谢记手工水饺,下沉城市商家,南部大区,湖北区域,大冶市,吴洵,0,23241217,1,1105871363
53535201,772381124,曹操馋·鲜货烧烤,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,1,26983396,1,1157992344
40801327,152911963,黄金手撕面包·动物奶油·冰淇淋生日蛋糕（静宁店）,下沉城市商家,北部大区,甘青新区域,静宁县,张艳朋,1,,1,1004784264
51386445,893970573,蔓傣园,下沉城市商家,南部大区,云南区域,瑞丽,陈显泽,1,23094159,1,1107244848
50992870,1301751924,胡记馄饨包面,下沉城市商家,南部大区,湖北区域,天门,陈莉,0,,1,1101642115
50803314,1913989101,煦·日咖夜酒,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,22958256,1,1101381369
49348120,1658421544,临榆炸鸡腿（汇尔佳商业广场店）,下沉CKA品牌门店,南部大区,云南区域,嵩明县,张艳松,1,22841238,0,1083016383
40107637,1124435354,川府汤王（天宜华府小区店）,下沉城市商家,南部大区,湖北区域,天门,孙傲,0,23229224,1,1004438550
50133630,1437368784,陕西洛川苹果（欣欣家园店）,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,0,22898663,1,1104354330
50713716,1229228876,壹品鲜西北鲜羊馆,下沉本地连锁,南部大区,湖南区域,桑植县,钟耀华,0,23164051,1,1106612664
53838701,1023204642417735,洪记大树烤肉（黄梅武商金街店）,下沉本地连锁,南部大区,湖北区域,黄梅县,王燕,1,27498431,0,1169460893
52397612,833228822,焦本味·铁板焦饭（孝昌罗马街店）,下沉CKA品牌门店,南部大区,湖北区域,孝昌县,樊迅,0,23986261,0,1128940260
53085951,696581503,冰工厂（浅水湾店）,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,1,24913367,1,1145842525
51382263,1822949659,夹心满满品质千层（宁河店）,下沉城市商家,特区,京津冀区域,宁河县,孟令鹏,0,,0,1107743334
40542261,107742005,必来客（兰茂广场店）,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,23134117,1,1003878675
50558828,851689577,中国红餐厅（三官寺店）,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,0,22899304,1,1101716120
50604245,1294600029,果然有你（大冶三店）,下沉城市商家,南部大区,湖北区域,大冶市,汪婷婷,0,23120717,1,1101918586
44886064,179659850,外婆农家菜（武当山店）,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,23267891,1,1027500763
52483262,1687437531,大口洋芋,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,0,,1,1140602378
54004188,1603421659,食客人间,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,27761437,1,1171537882
52397612,1494178901,焦本味·铁板焦饭（黄梅鹏泰百货店）,下沉CKA品牌门店,南部大区,湖北区域,黄梅县,沈阳,0,23986261,0,1128940260
47426895,704207341,川巴吃鸡吃虾（丹江口市）,下沉本地连锁,南部大区,湖北区域,丹江口市,於海燕,1,,0,1064822963
51701154,1480075391,三毛•烤鱼纸包鱼,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,0,,1,1114766941
52332405,1925137358,胖伊糖水（一中店）,下沉城市商家,南部大区,云南区域,瑞丽,张炫,0,23902824,1,1119760290
51526915,1022774381624883,港芝云·老香港炸鸡（镇雄店）,下沉城市商家,南部大区,云南区域,镇雄县,胡安安,1,22969407,0,1111442207
53078296,691799173,中庭荟·嘉宴（环宇·莱茵小镇店）,下沉城市商家,南部大区,湖南区域,澧县,汪春久,0,24904290,1,1151677433
50052849,165611574,火辣辣小火锅（御山城市广场店）,下沉城市商家,北部大区,甘青新区域,永昌县,裴鹏飞,0,25280889,0,1098034975
49942198,633075750,KK烘焙,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,23138973,1,1096796807
54075139,1024062442457129,一冒肥牛·下饭小火锅,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,1,,1,1169773912
53893860,1015946075605043,四季家宴酒楼,下沉城市商家,南部大区,湖北区域,大悟县,王咏,1,27581164,1,1164739969
46815269,645151989,香飘飘高钙砂锅麻辣烫。小火锅,下沉城市商家,南部大区,湖北区域,大悟县,林佳成,0,,1,1059407395
53052554,1095221578,一姐卷饼,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,1,24874402,1,1151222119
53079222,669717667,云锦私房菜,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,24905604,1,1151577673
40419036,1511823691,小饭坨,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,1,,1,1003816507
40295036,96824665,华孝士炸鸡汉堡（龙凤店）,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,0,,1,1004534868
52007584,1052682749,三米粥铺（师宗店）,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,1,23446918,1,1116233561
49343430,865573068,班布熊生日蛋糕（嵩明店）,下沉CKA品牌门店,南部大区,云南区域,嵩明县,张艳松,1,23013323,0,1076448543
48261229,163089202,食益轩（葛店镇仁福路店）,下沉城市商家,南部大区,湖北区域,鄂州,李书才,1,23067484,1,1070941256
52754317,1494178901,焦本味·铁板焦饭（黄梅鹏泰百货店）,下沉CKA品牌门店,南部大区,湖北区域,黄梅县,沈阳,0,24486234,1,1144872237
54201289,1026207011983564,祁原雪域羊铜锅涮,下沉城市商家,北部大区,甘青新区域,嘉峪关,李静,1,28054506,1,1175061296
46798089,1796433939,蝎福禄羊蝎子龙虾大排档,下沉城市商家,南部大区,湖北区域,天门,张翩,1,23161312,1,1060507505
51461897,1199777013,忠兴酒店-雅意轩餐厅,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,,1,1111533365
50231602,50461729,杨铭宇黄焖鸡米饭（师宗店）,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,0,,0,1102880047
41191510,165118580,铭记烧烤（火车站店）,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,1,,1,1005379959
46346934,1154367460,三米粥铺（澧县店）,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,0,,0,1054794311
50484617,1266931302,蜀味江湖青椒鱼（御山城市广场店）,下沉城市商家,北部大区,甘青新区域,永昌县,裴鹏飞,0,,1,1101010901
51808439,1876426250,喜爱·手作豆花·冰粉,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,,1,1115807524
54239266,906461630,湘冀羊汤馆,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,1,,1,1173900699
50504245,816584782,犟丫头（大冶店）,下沉城市商家,南部大区,湖北区域,大冶市,汪婷婷,0,23124566,1,1103214071
51628149,1642583854,玲姐烧饼,下沉城市商家,南部大区,江西区域,高安市,熊康,0,,1,1114132552
52166165,1685520293,豪七鸡公煲（津市友联公寓店）,下沉城市商家,南部大区,湖南区域,津市市,胡明,0,23669794,1,1121001130
50131716,1965437327,杭州小笼包（百合园店）,下沉城市商家,南部大区,湖南区域,澧县,周俊,0,22842852,1,1097042400
52020352,1736265595,牛久哥盖饭（大悟锦绣华府店）,下沉CKA品牌门店,南部大区,湖北区域,大悟县,王咏,0,23465601,1,1116235000
51447439,1778324460,川魏煮 专治嘴馋水煮肉片,下沉城市商家,北部大区,甘青新区域,嘉峪关,闻俊祺,1,22976355,1,1111781480
53393972,1076854569,聚缘烧烤店,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,0,,1,1159300203
51395297,1315390323,福来香百年卤味（宁河店）,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,,1,1111523379
52870649,1581402919,御品鲜熟食（五华小区店）,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,1,,1,1144742960
3017356,1453593537,半夜有虾（大悟店）,下沉本地连锁,南部大区,湖北区域,大悟县,王咏,0,,0,1003103824
53533597,1318007046,兰州牛肉拉面（一中店）,下沉城市商家,南部大区,湖北区域,孝昌县,阳佳龙,1,26972397,1,1158589702
50276546,1997928308,高明杰煎饼果子（北门路店）,下沉城市商家,南部大区,湖北区域,大冶市,张青松,0,23207141,1,1102985602
47746592,1029642905659909,集庄乡烤肉卷饼（宁河震新路店）,下沉CKA品牌门店,特区,京津冀区域,宁河县,韩文博,1,,0,1066499399
52882292,734039414,司洛塔（嵩明店）,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,0,24658728,0,1144744788
53513452,1029212504011468,公安锅盔·福建肉燕（潮玩街店）,下沉城市商家,南部大区,湖北区域,鄂州,李书才,1,26947947,1,1155918911
40922492,572590479,小牛哈尼·章鱼水煎肉（宁河吾悦店）,下沉本地连锁,特区,京津冀区域,宁河县,孟令鹏,0,,0,1004873154
49685456,768250916,楚小满烧烤铺（中港水木学府店）,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,23035806,1,1094613933
51871354,1400486115,香约爪爪（里外里商业中心店）,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,0,23171852,1,1115568858
48642722,866681829,火焰醉鹅（乌峰路店）,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,,1,1073733980
723703,4434052,妞妞饼屋（新城店）,下沉本地连锁,南部大区,湖北区域,天门,易清阳,0,23052539,1,1000563215
53624083,1013789306421772,砂锅大王串串香（新城店）,下沉城市商家,南部大区,湖北区域,天门,孙傲,1,,1,1161267138
1293361,1098442981,新·丰盛源餐厅•炒拨拉,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,1,22900949,1,1001049043
52058888,908394220,牛佰万.清真.昭通小肉串烧烤,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,,1,1117163951
54002417,1026210979626953,灶火人家,下沉城市商家,北部大区,甘青新区域,嘉峪关,闻俊祺,1,27759104,1,1171787808
52481427,1790487478,静静奶茶小吃屋,下沉城市商家,南部大区,湖南区域,津市市,胡明,1,,1,1139157732
52287837,1508392565,LDD廖朵朵千层蛋糕,下沉本地连锁,北部大区,甘青新区域,嘉峪关,郭江荣,0,23843331,1,1118714869
54304616,1024071663481684,忆小钵,下沉城市商家,南部大区,湖南区域,澧县,汪春久,0,28206379,1,1174409842
52695783,536381591,洪亮米粉店,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,1,,1,1144762456
50945531,1689077265,渔味生鲜（凤凰商城店）,下沉城市商家,南部大区,江西区域,高安市,刘金荣,0,23246288,1,1101389920
53594142,624552130,小龙虾大闸蟹,下沉城市商家,南部大区,云南区域,瑞丽,张炫,1,27083153,1,1152648878
50471456,1651403904,蜀留香美蛙鱼头火锅,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,0,23183212,1,1101659794
52508672,1701702985,膳源本草药膳食疗馆,下沉城市商家,南部大区,湖北区域,黄梅县,沈阳,1,24143431,1,1140464729
48926047,917690897,八戒烤肉（颐景苑店）,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,1,27255900,1,1080258939
51065511,1531865995,煎百味·生煎·锅贴·酱饼（金色城堡店）,下沉CKA品牌门店,北部大区,安徽区域,怀宁县,汪祥,0,,1,1107994611
47717190,1525580895,啤咖丘,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,0,23208680,1,1066193053
52730594,1237706571,成禄泽,下沉城市商家,南部大区,湖北区域,大冶市,吴洵,0,,1,1144459466
54095935,1028354541514712,冯三娘火锅,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,0,,1,1172921836
50456240,1774855862,拽鱼活鱼现烤（瑞丽财富广场店）,下沉城市商家,南部大区,云南区域,瑞丽,李秋萍,1,,1,1100278755
874827,542086419,张府家宴（东区店）,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,0,,1,1000838827
49030400,1241912306,火凰牛烧烤昭通特色小肉串,下沉城市商家,南部大区,云南区域,镇雄县,岳瑶,0,26542823,1,1076376126
119020,1964446008,金罗莎蛋糕（天怡嘉园店）,下沉本地连锁,南部大区,湖北区域,大冶市,黄雨萱,0,,0,1000110205
41286676,162931652,迪丽纳斯烘培坊,下沉城市商家,南部大区,江西区域,高安市,熊康,0,23272937,1,1005053508
49539574,616177611,金牌小钵,下沉城市商家,南部大区,湖南区域,澧县,周俊,1,,1,1087574176
51844564,1266563414,晚一点,下沉城市商家,南部大区,云南区域,瑞丽,陈显泽,0,,1,1116512107
51754602,1892837145,贵州千江百味,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,23193999,0,1115900610
53943190,1028784009659545,佳味面馆,下沉城市商家,南部大区,湖北区域,天门,易清阳,0,,1,1171714897
61593,115901184,老城街小面（芦台店）,下沉CKA品牌门店,特区,京津冀区域,宁河县,孟令鹏,1,23014239,0,1000031392
47075548,1919789646,168CoffeeHouse（天门CBD店）,下沉城市商家,南部大区,湖北区域,天门,陈亨,0,23217564,1,1061966748
52585625,1435720183,水煮三国,下沉城市商家,南部大区,江西区域,星子,李昭君,0,24254009,1,1140230379
54329622,1026218834068086,亮仔砂锅铜锅饭食尚香,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,1,,0,1176759456
51006249,1383737310,蛋糕侠CAKE MAN,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,,1,1109203651
49189031,643233307,人间烟火（银城西路店）,下沉城市商家,南部大区,湖北区域,通城,李隽,0,26448290,1,1081583024
53148282,1170601063,北京烤鸭（彩云城店）,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,1,24558412,1,1145432063
50922365,1395038648,平哥老北京卤肉卷（和平路店）,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,23275717,1,1101687914
53637450,1017638416252551,鲁记羊肉馆,下沉城市商家,南部大区,云南区域,景东彝族自治县,唐丽,1,27152540,1,1155931610
48127621,1932680181,三只鹅土菜烧烤大排档（天湖一号店）,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,,1,1069765158
3120067,89198334,莱茵河畔（雨润店）,下沉本地连锁,南部大区,湖北区域,大冶市,汪婷婷,0,23108830,1,1003182869
53933560,1012531766402151,花园里星空营地·火锅海鲜烧烤,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,0,27648397,1,1171861079
50014366,1110948249,娥大妈冰甜酒,下沉城市商家,南部大区,湖南区域,澧县,刘俊,1,22842166,1,1095581467
52323921,1499324391,吴记土菜管,下沉城市商家,南部大区,湖北区域,天门,张彪,1,,1,1117146072
51803276,1224415974,菜园子·山野庐山菜,下沉城市商家,南部大区,江西区域,星子,李昭君,1,23237226,1,1116106874
52681869,1022775324049676,千层焙焙（澧县店）,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,1,24404215,0,1147260097
52230577,888624681,黑土风情铁锅炖（大冶二店）,下沉城市商家,南部大区,湖北区域,大冶市,汪婷婷,1,,1,1119008776
48954125,1362266861,甜蜜时光（九房门店）,下沉城市商家,南部大区,湖北区域,通城,李隽,0,17834461,1,1075928715
53943872,1024063227902116,牯岭饭店•杜鹃餐厅•庐山味,下沉城市商家,南部大区,江西区域,星子,李昭君,1,27666360,1,1170619899
40845419,156676592,匠心骨（芦台店）,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,23353143,1,1005203983
52278084,1113763890,美心水果城,下沉城市商家,南部大区,江西区域,高安市,熊康,1,23829777,1,1118913624
53306510,754427183,辣山河三十六元自助火锅+烤肉,下沉城市商家,北部大区,甘青新区域,嘉峪关,刘芳,1,25203047,1,1156979441
52137649,1569402017,阳阳麻辣铺,下沉城市商家,南部大区,湖南区域,澧县,刘俊,1,,1,1116647633
43778226,1424934697,糕手匠私人订制蛋糕（杨林店）,下沉CKA品牌门店,南部大区,云南区域,嵩明县,付友,0,,0,1009731146
50966471,1177461677,重庆聚火锅,下沉城市商家,南部大区,云南区域,泸西县,杨炫羽,0,,1,1106097964
3399701,1771107396,龙门花甲·小海鲜粉面饭（杨林店）,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,0,26511993,1,1003333500
52717421,630701972,任聚德北京烤鸭,下沉城市商家,南部大区,江西区域,高安市,况国文,1,24436971,1,1147066094
53795719,997300407,芳姐家巷子烤肉,下沉城市商家,北部大区,甘青新区域,嘉峪关,王小龙,1,27420878,1,1164567558
51919614,652970696,黔鱼庄,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,0,,1,1115295553
48558810,1301777861,大熊家常菜·本地菜（牯岭镇店）,下沉城市商家,南部大区,江西区域,星子,于丽娟,1,23159666,1,1072478783
54080623,1386917292,熊咪莱哒自助小火锅（黄梅武商店）,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,27880196,1,1173618149
